url,discoverySource,httpStatus,pageType,title,metaDescription,h1,canonical,indexable,wordCount,internalLinkCount,externalLinkCount,imageCount,imagesWithoutAlt,hasJsonLd,jsonLdTypes,structuredDataNote
https://www.keyholesurgeon.co.uk/belching-and-bloating-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Belching Harrow | Bloating Treatment London UK | Gallstones Hertfordshire,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers treatment for belching, bloating and gallstones. Bloating is a condition where your belly feels full and tight, often due to gas.",Belching and Bloating,(none set),true,513,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/achalasia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Achalasia Hertfordshire | Oesophageal Achalasia Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for achalasia and oesophageal achalasia. Achalasia occurs when nerves in the esophagus become damaged.",Achalasia,(none set),true,439,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/gallstones-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Gallstone Surgery Hertfordshire | Diabetes London UK,"Prof. Hemant Sheth, an upper GI specialist & consultant general surgeon in Hertfordshire, Harrow and London UK offers treatment for gallstones and diabetes.",Gallstones,(none set),true,664,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/choledocholithiasis-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Choledocholithiasis Harrow | Liver Cirrhosis London UK,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers treatment for choledocholithiasis and liver cirrhosis.",Choledocholithiasis,(none set),true,690,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/prevention-of-gastrointestinal-diseases-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Gastrointestinal Disease Hertfordshire | Thyroid Disorders Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for gastrointestinal disease and thyroid disorders.",Prevention of Gastrointestinal Diseases,(none set),true,443,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/general-procedures-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Femoral Hernia Repair Hertfordshire | Hernia Repair London UK,"Prof. Hemant Sheth, an upper GI specialist & consultant general surgeon in Hertfordshire, Harrow and London UK offers femoral hernia repair and laparoscopic hernia repair.",General Surgery Procedures,(none set),true,414,38,13,23,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Hernioplasty General Harrow | Herniorrhaphy London UK,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers hernioplasty and herniorrhaphy to treat hernia.",Hernia,(none set),true,1618,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/inguinal-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Inguinal Hernia Hertfordshire | Direct Inguinal Hernia Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for inguinal hernia. Indirect inguinal hernia often affects premature infants and is caused because of non-closure of the inguinal canal and is a congenital disorder.",Inguinal Hernia,(none set),true,420,28,13,16,3,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/hiatal-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Upper GI Specialist | Hiatal Hernia Hertfordshire | Consultant General Surgeon London UK,"Prof. Hemant Sheth, an upper GI specialist and consultant general surgeon in Hertfordshire, Harrow and London UK offers treatment for hiatal hernia. Hiatal hernia is a condition characterized by a protrusion of the upper part of the stomach through the diaphragm.",Hiatal Hernia,(none set),true,839,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/paraesophageal-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Paraesophageal Hernia Harrow | Indigestion London UK,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers treatment for paraesophageal hernia and indigestion.",Paraesophageal Hernia,(none set),true,703,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/lumps-and-bumps-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Lumps and Bumps Hertfordshire | Ganglion Cysts Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for ganglion cysts, lumps and bumps.",Lumps and Bumps,(none set),true,530,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/skin-cancer-mole-checks-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Skin Cancer Treatment Hertfordshire | Mole Checks London UK,"Prof. Hemant Sheth, an upper GI specialist & consultant general surgeon in Hertfordshire, Harrow and London UK offers treatment for skin cancer treatment and mole checks.",Skin Cancer/ Melanoma,(none set),true,696,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/anorectal-abscess-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Anorectal Abscess Harrow | Crohn's Disease | Ulcerative Colitis London UK,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers anorectal abscess, Crohn",Anorectal Abscess,(none set),true,461,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/pilonidal-sinus-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Pilonidal Sinus Hertfordshire | Fibrin Glue Harrow | Wide Excision London,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers fibrin glue and wide excision. A wide local excision is a surgical procedure to remove a small area of diseased or problematic tissue.",Pilonidal Sinus,(none set),true,953,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/umbilical-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,AbdominalPain Hertfordshire | Umbilical Hernia London UK,"Prof. Hemant Sheth, an upper GI specialist & consultant general surgeon in Hertfordshire, Harrow and London UK offers treatment for abdominalpain and umbilical hernia.",Umbilical Hernia,(none set),true,424,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-reviews-testimonials-f14143/?sourc=iwantgreatcare,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Patient Testimonials,(none set),true,319,35,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22129/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Verified Patient's Story,(none set),true,256,28,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22128/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Verified Patient's Story,(none set),true,274,28,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22127/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Verified Patient's Story,(none set),true,298,28,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-2/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Patient Testimonials,(none set),true,294,35,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-3/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Patient Testimonials,(none set),true,269,35,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/ypo-showcase/,sitemap.xml,200,other,YPO Showcase | Cholecystectomy Harrow | Bile Duct Exploration London UK,"Check out our orthopedic-related client showcase, featuring websites designed by Your Practice Online.",YPO Showcase,(none set),true,17521,26,1983,1982,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/gallbladder-surgery-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,"Gallbladder Surgery | Prof. Hemant Sheth, Consultant General, Laparoscopic, Upper GI & HPB Surgeon, Hertfordshire, Harrow, Northwest London","Prof. Hemant Sheth is a general and laparoscopic surgeon in Hertfordshire, Harrow and Elstree. He specializes in upper GI and HPB surgery.",Gallbladder Surgery,(none set),true,1344,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/laparoscopic-cbd-exploration-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Laparoscopic CBD Hertfordshire | Indigestion Treatment Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers laparoscopic CBD exploration to diagnose and treat indigestion.",Laparoscopic CBD Exploration,(none set),true,358,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/open-cholecystectomy-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Open Cholecystectomy Hertfordshire | Bile Duct Problems London UK,"Prof. Hemant Sheth, an upper GI specialist & consultant general surgeon in Hertfordshire, Harrow and London UK offers open cholecystectomy to treat bile duct problems.",Open Cholecystectomy,(none set),true,556,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/endoscopic-retrograde-cholangiopancreatography-ercp-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Endoscopic Retrograde Cholangiopancreatography Harrow | Pancreatic Disease London UK,"Laparoscopic surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers endoscopic retrograde cholangiopancreatography to diagnose and treat pancreatic conditions.",Endoscopic Retrograde Cholangiopancreatography (ERCP),(none set),true,586,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/investigation-of-abnormal-liver-enzymes-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Abnormal Liver Enzymes Hertfordshire | Liver Care Center Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for abnormal liver enzymes.",Investigation of Abnormal Liver Enzymes,(none set),true,466,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/hernia-treatments-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Hernia Treatment Hertfordshire | Keyhole Surgery London UK,"Prof. Hemant Sheth, an upper GI specialist and consultant general surgeon in Hertfordshire, Harrow and London UK offers keyhole surgery to treat hernia such as femoral hernia, hiatal hernia and umbilical hernia.",Hernia Treatments,(none set),true,1219,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/open-inguinal-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Open Inguinal Hernia Repair Harrow | Open Inguinal Hernia London UK,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers general surgery, open inguinal hernia repair to treat open inguinal hernia.",Open Inguinal Hernia Repair,(none set),true,917,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/femoral-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,"Femoral Hernia Repair | Prof. Hemant Sheth, Consultant General, Laparoscopic, Upper GI & HPB Surgeon, Hertfordshire, Harrow, Northwest London","Prof. Hemant Sheth is a general and laparoscopic surgeon in Hertfordshire, Harrow and Elstree. He specializes in upper GI and HPB surgery.",Femoral Hernia Repair,(none set),true,1199,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/umbilical-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,"Umbilical Hernia Repair | Prof. Hemant Sheth, Consultant General, Laparoscopic, Upper GI & HPB Surgeon, Hertfordshire, Harrow, Northwest London","Prof. Hemant Sheth is a general and laparoscopic surgeon in Hertfordshire, Harrow and Elstree. He specializes in upper GI and HPB surgery.",Umbilical Hernia Repair,(none set),true,1186,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/excision-of-skin-and-subcutaneous-tissue-lesions-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,"Excision of Skin and Subcutaneous Tissue Lesions | Prof. Hemant Sheth, Consultant General, Laparoscopic, Upper GI & HPB Surgeon, Hertfordshire, Harrow, Northwest London","Prof. Hemant Sheth is a general and laparoscopic surgeon in Hertfordshire, Harrow and Elstree. He specializes in upper GI and HPB surgery.",Excision of Skin and Subcutaneous Tissue Lesions,(none set),true,388,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/incision-and-drainage-of-abscess-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,"Incision and Drainage of Abscess | Prof. Hemant Sheth, Consultant General, Laparoscopic, Upper GI & HPB Surgeon, Hertfordshire, Harrow, Northwest London","Prof. Hemant Sheth is a general and laparoscopic surgeon in Hertfordshire, Harrow and Elstree. He specializes in upper GI and HPB surgery.",Incision and Drainage of Abscess,(none set),true,323,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/drainage-of-anal-or-perirectal-abscess-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,"Drainage of Anal or Perirectal Abscess | Prof. Hemant Sheth, Consultant General, Laparoscopic, Upper GI & HPB Surgeon, Hertfordshire, Harrow, Northwest London","Prof. Hemant Sheth is a general and laparoscopic surgeon in Hertfordshire, Harrow and Elstree. He specializes in upper GI and HPB surgery.",Drainage of Anal or Perirectal Abscess,(none set),true,423,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/laparoscopic-inguinal-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,"Laparoscopic Inguinal Hernia Repair | Prof. Hemant Sheth, Consultant General, Laparoscopic, Upper GI & HPB Surgeon, Hertfordshire, Harrow, Northwest London","Prof. Hemant Sheth is a general and laparoscopic surgeon in Hertfordshire, Harrow and Elstree. He specializes in upper GI and HPB surgery.",Laparoscopic Inguinal Hernia Repair,(none set),true,998,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Patient Testimonials,(none set),true,319,35,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22126/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Verified Patient's Story,(none set),true,218,28,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22125/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Verified Patient's Story,(none set),true,289,28,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22124/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Verified Patient's Story,(none set),true,177,28,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-1/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Patient Testimonials,(none set),true,319,35,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22123/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Verified Patient's Story,(none set),true,347,28,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22122/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Verified Patient's Story,(none set),true,236,28,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
